id,SQ1,SQ2,DQ1,DQ2,Q1,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q5#1,Q5#2,Q5#3,Q6#1,Q6#2,Q6#3,Q7#1,Q7#2,Q7#3,Q8,Q9,Q10,Q11,Q12,DQ3,DQ4,DQ5,DQ6
1011,1,2,1,3,3,3,2,3,4,3,3,3,2,3,4,7,4,2,8,5,9,3,4,1,3,4,1,5,1,10,4,3,4
1012,1,2,2,4,3,2,3,2,4,4,4,4,4,1,1,5,4,8,7,11,5,2,3,7,1,3,2,1,5,11,4,1,3
1013,1,2,1,4,3,2,3,3,4,3,2,3,4,1,2,5,10,2,11,8,7,3,4,8,3,3,4,3,3,10,3,3,3
1014,1,2,9,4,3,2,3,3,3,2,4,3,3,2,2,2,9,4,11,10,5,3,1,7,3,3,5,3,1,12,3,2,4
1015,1,1,14,5,4,2,3,3,3,2,2,3,3,2,3,5,8,2,12,,,11,,,5,4,4,7,1,1,8,3,4
1016,4,1,7,4,4,1,4,4,2,4,1,4,4,2,4,3,4,2,11,10,6,3,1,4,2,3,4,2,3,1,5,3,2
1017,2,1,3,4,3,1,3,4,4,3,2,4,3,2,2,1,2,8,7,10,11,3,9,1,4,3,3,1,3,1,2,2,3
1018,3,1,9,5,3,2,3,3,3,2,2,3,2,2,3,1,2,5,3,9,11,4,3,1,4,3,2,3,2,1,5,3,3
1019,4,1,15,4,3,1,3,4,3,3,3,3,3,2,2,2,4,5,3,11,10,3,1,4,4,4,2,3,3,1,4,3,2
1020,2,2,1,4,3,2,3,3,4,3,3,3,4,3,3,1,8,2,5,10,3,3,1,4,3,3,4,2,1,2,3,3,4
1021,2,2,1,4,3,1,3,3,3,3,3,3,3,2,3,1,5,8,12,,,3,4,7,5,3,2,2,1,11,4,2,3
1022,2,2,9,4,1,2,3,3,4,3,2,3,3,1,2,5,8,7,12,,,3,7,1,4,4,5,4,3,11,1,3,2
1023,2,2,1,4,3,2,2,3,3,1,2,3,3,1,1,2,1,7,5,7,8,1,4,3,3,4,5,2,2,2,1,2,3
1024,2,2,4,4,3,3,2,3,4,3,1,4,3,1,2,11,1,2,2,9,8,3,1,6,3,4,2,3,3,3,5,2,3
1025,2,1,9,4,4,2,2,3,4,2,2,3,4,1,1,1,8,11,9,5,2,1,3,2,4,4,2,2,2,1,3,3,4
1026,3,1,16,4,3,3,3,4,3,4,4,4,2,2,3,2,1,6,11,5,9,3,1,4,3,3,4,5,5,1,4,2,4
1027,3,2,1,4,3,1,4,4,4,4,4,4,4,4,3,1,5,3,12,,,3,4,1,2,3,2,4,4,3,5,2,2
1028,1,1,9,4,3,2,3,3,3,3,2,3,3,3,3,3,2,4,7,10,5,3,4,1,3,4,4,3,3,1,4,1,3
1029,1,1,9,4,4,2,3,3,2,3,3,2,3,2,3,6,5,8,3,2,8,2,3,1,2,2,3,2,2,1,7,4,2
1030,3,1,11,2,3,1,4,4,3,2,3,2,4,3,3,2,7,5,3,11,9,3,1,4,4,2,3,5,4,1,8,3,2
1031,4,1,15,2,4,1,3,3,3,3,3,2,3,3,3,1,2,5,12,,,3,1,9,5,2,2,2,1,1,4,2,3
1032,2,1,1,2,3,2,3,3,3,2,2,3,3,2,1,1,2,3,2,3,10,3,1,8,1,4,2,3,3,1,5,3,3
1033,4,1,4,2,4,3,4,3,3,3,2,3,3,2,3,3,5,2,11,9,10,3,4,1,3,3,2,3,3,1,5,3,3
1034,4,1,9,4,3,3,3,3,3,2,2,4,2,3,3,5,4,3,9,8,10,3,4,1,3,3,2,5,5,1,6,3,2
1035,4,1,1,4,3,1,3,3,4,3,3,2,4,2,3,2,3,1,7,5,4,3,2,1,5,3,2,1,1,1,5,2,4
1036,4,1,1,4,4,1,4,3,3,2,2,2,3,3,3,3,4,6,12,,,3,1,4,5,3,4,2,2,1,5,2,2
1037,4,1,1,4,3,1,3,3,3,2,2,3,3,2,2,6,4,10,11,2,7,3,4,9,3,2,2,3,2,1,7,2,2
1038,4,1,1,5,3,2,3,3,3,2,2,4,3,2,2,2,8,3,12,,,3,1,4,3,3,1,3,3,1,8,4,2
